mid,det_lmin2,det_lmin8
2024.10.14startup_a,97.34620024125452,61.1178126256534
2024.10.14startup_a,98.6019131714496,67.69683590875644
2024.10.14startup_a,97.18362748779572,83.96545249718363
2024.10.14startup_a,99.58385351643778,87.89013732833958
2024.10.14startup_a,99.56952216960826,86.09556607834696
2024.10.14startup_a,99.52983725135624,84.23146473779386
2024.10.14startup_a,99.42235813795446,68.8413183826028
2024.10.14startup_a,99.47122861586314,79.8755832037325
2024.10.14startup_a,99.57489372343086,84.62115528882221
2024.10.14startup_a,99.40976163450624,86.76503972758229
2024.10.14startup_a,97.12092130518234,85.48464491362763
2024.10.14startup_a,99.01631477927063,84.14107485604606
2024.10.14startup_a,99.01631477927063,75.91170825335892
2024.10.14startup_a,99.38245315161839,96.50766609880749
2024.10.14startup_a,97.51230888831303,92.32961907229853
2024.10.14startup_a,99.13446676970634,73.63214837712519
2024.10.14startup_a,98.67916489135067,68.25734980826587
2024.10.14startup_a,98.38091180230082,62.590541116318704
2024.10.14startup_a,98.59867652783184,67.49708057609965
2024.10.14startup_a,98.40751327072275,66.10861576153532
2024.10.14startup_a,96.67979741136747,47.43950478334271
2024.10.14startup_a,96.50028686173265,43.48823866896156
2024.10.14startup_a,97.42465753424658,58.95890410958904
2024.10.14startup_a,98.30878341516639,66.06655755591926
2024.10.14startup_a,97.90794979079497,55.96234309623431
2024.10.14startup_a,97.45042492917847,57.1671388101983
2024.10.14startup_a,97.87435049598488,67.17052432687765
2024.10.14startup_a,98.73639873639874,80.51948051948052
2024.10.14startup_a,99.50418345212272,92.00495816547877
2024.10.14startup_a,97.36597458940192,92.37682057638673
2024.10.14startup_a,99.37636420330527,89.585282195198
2024.10.14startup_a,99.69315741024855,94.5688861613992
2024.10.14startup_a,99.80539338337503,95.24603836530441
2024.10.14startup_a,97.11723254324151,85.93850096092248
2024.10.14startup_a,97.11723254324151,86.13068545803972
2024.10.14startup_a,97.11723254324151,86.13068545803972
2024.10.14startup_a,96.31181894383906,71.83570829840738
2024.10.14startup_a,96.86931197670185,79.61412449945395
2024.10.14startup_a,96.85670261941448,81.54083204930663
