mid,bin,entropy_g,det_g,rmse_g,gini_words,gini_turns,part_entropy,top_share,turnlen_disp,n_active,net_central,eig_central,inout_asym
2024.10.14startup_b,0,8.844358973432902,94.6938350380961,6.39042877260104,0.4285714285714286,0.16666666666666674,0.37123232664087563,0.9285714285714286,0.3666666666666667,2,,0.7071067811865476,0.0
2024.10.14startup_b,90,30.222543861451523,71.59496356860534,12.412305266847252,0.20000000000000018,0.0,1.4854752972273344,0.5,0.20000000000000018,3,1.0,0.7071067811865476,0.5
2024.10.14startup_b,180,53.29503201619282,40.2644701391406,24.510319141830188,0.3252818035426732,0.18518518518518534,1.3080346818421942,0.5893719806763285,0.17519908987485766,3,0.4705882352941176,0.6692901698485427,0.17647058823529413
2024.10.14startup_b,270,47.24880908511994,85.49442284998047,8.29815750143203,0.39955106621773306,0.11111111111111116,1.141637082381722,0.7138047138047138,0.33284241531664205,3,0.09999999999999998,0.5971602449743328,0.4
2024.10.14startup_b,360,19.773897283765795,95.37234652233664,3.962335933430889,0.22340425531914887,0.16666666666666674,0.8507707040532599,0.723404255319149,0.3395061728395061,2,,0.7071067811865476,0.0
2024.10.14startup_b,450,49.90623947385214,82.86423401675137,8.746962257022291,0.3867521367521367,0.25,1.5551571339022663,0.44871794871794873,0.21979865771812057,4,0.3333333333333333,0.6015009550075457,0.6666666666666666
2024.10.14startup_b,540,60.0419238386101,56.610619884616234,12.150037855089845,0.3830275229357798,0.2954545454545454,1.6236725474148255,0.5642201834862385,0.20377258235919227,4,0.7142857142857142,0.6868286732815809,0.23809523809523808
2024.10.14startup_b,630,55.39090337651679,59.090731934163884,12.137496789768296,0.4183937823834196,0.19736842105263164,1.5553468246198339,0.5699481865284974,0.2961741424802111,4,0.4444444444444444,0.6440079197842469,0.6666666666666666
2024.10.14startup_b,720,34.320353208184905,73.27014930596594,10.558204830075043,0.6760204081632653,0.3500000000000001,0.6107573518509687,0.8928571428571429,0.5676100628930816,4,0.7142857142857142,0.6843909305253975,0.2857142857142857
2024.10.14startup_b,810,32.61579854111522,83.9566876114439,7.470302883416491,0.6545226130653266,0.15909090909090917,0.7210935482765466,0.8693467336683417,0.5975894245723175,4,0.3999999999999999,0.6140985454859994,0.2
2024.10.14startup_b,900,63.31280455618908,44.87839814058624,18.9784170963239,0.14595375722543347,0.17500000000000004,1.9466344402045928,0.36416184971098264,0.2363789409243957,4,0.36842105263157904,0.6145135936213587,0.15789473684210525
2024.10.14startup_b,990,54.70379671632037,73.3964477442759,10.025725398321825,0.33000000000000007,0.2857142857142858,1.7137894867958186,0.47555555555555556,0.41650808753568014,4,0.8461538461538463,0.699611894053335,0.23076923076923078
