mid,bin,entropy_g,det_g,rmse_g,liwc_lsm,liwc_posemo,liwc_negemo,liwc_cogproc
2024.10.25startup_a,360,30.451516232957854,79.11000441606402,13.931776038948362,0.39235548143855803,0.11111694677871148,0.008909574468085107,0.0838130997079683
2024.10.25startup_a,450,44.069190872208246,87.83339337316733,4.892705024420999,0.6530555198186843,0.001644736842105263,0.0,0.22111528822055138
2024.10.25startup_a,540,37.4723387327047,95.16344908037719,2.7751610895127126,0.5975016380931097,0.024731793630098715,0.01597457627118644,0.194683212267958
2024.10.25startup_a,630,13.402312672337997,97.05512797361841,3.0171547297057986,0.6324977212741772,0.015428276573787411,0.008410732714138287,0.1501891984864121
2024.10.25startup_a,720,33.12807166622681,83.86726760246366,7.8276440240514535,0.528700965066983,0.0857919254658385,0.002551020408163265,0.2675339058348212
2024.10.25startup_a,810,41.47881735619783,81.22997920326634,6.726087368672025,0.7376156640836942,0.01591369720965309,0.009635416666666667,0.1599899481113516
2024.10.25startup_a,900,26.07328784223095,97.27612827024305,1.8677148851436969,0.26057019128997994,0.011904761904761904,0.010141093474426807,0.1027336860670194
2024.10.25startup_a,990,47.71018355414718,81.8882064627941,8.456155569439666,0.5487268876132966,0.06330110991765127,0.019763694951664877,0.15685780385028503
2024.10.25startup_a,1080,27.568164893283274,94.85187787104093,5.058395195921585,0.5937375350273125,0.029178990311065783,0.0037735849056603774,0.15298091861058075
2024.10.25startup_a,1170,29.701929749050837,84.82828991588357,7.860812898094761,0.3479255736525314,0.16911764705882354,0.0,0.1781512605042017
2024.10.25startup_a,1260,38.99726058861846,80.38939296466404,5.693397667155741,0.4888129642145197,0.04257085020242915,0.0017543859649122805,0.11387348518927465
2024.10.25startup_a,1350,44.62149651563384,81.88740433772261,8.4859201171102,0.5261922769227635,0.02128623188405797,0.0,0.10607232441471572
2024.10.25startup_a,1440,36.128630071621075,65.86791037262464,11.86855867736028,0.5014023458577193,0.010917708834375501,0.0030864197530864196,0.2175530102613436
2024.10.25startup_a,1530,42.11979367600182,78.42348620674869,9.872932292957293,0.5017159611220079,0.033690476190476194,0.0,0.19180933101985734
2024.10.25startup_a,1620,42.13099229627212,78.558084677372,6.674853367412231,0.4953995189700321,0.010334849111202978,0.00993114406779661,0.20030033999003616
2024.10.25startup_a,1710,40.08694777334496,81.64690355656442,4.546322459671075,0.5438646306270785,0.008403361344537815,0.008977740032183086,0.12599738663662555
2024.10.25startup_a,1800,34.61618095992472,90.15361405294372,4.525769690648112,0.3646545794552271,0.03867102396514161,0.023305921643517552,0.2580983023438266
